epoch_id,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_mean_band_power,TP9_alpha_beta_ratio,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_mean_band_power,AF7_alpha_beta_ratio,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_mean_band_power,AF8_alpha_beta_ratio,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_mean_band_power,TP10_alpha_beta_ratio,overall_alpha_beta_ratio
98,4.900095674725223e-11,4.1153943585606965e-12,4.7328074601480743e-11,5.264729749687826e-11,3.8272930801042984e-11,0.8989649393549038,4.487630636401404e-12,1.4298885110853586e-12,3.998669662423405e-12,1.3910860308302285e-11,5.956762279553113e-12,0.2874494872209246,2.4746514912232366e-10,3.054621613574817e-11,1.672479400927549e-10,4.369791473192407e-10,2.2055961316751686e-10,0.3827366617349587,2.2994071751283974e-11,1.877591130914438e-11,6.397170626840467e-11,1.0479455807249242e-10,5.263406185033136e-11,0.6104487431890476,0.464460942650977
99,1.0199439889881157e-11,4.553469219516648e-12,7.643007876121729e-12,2.755012981815555e-11,1.2486511700918771e-11,0.277421846160775,8.43826492544069e-12,2.4054372808803794e-11,2.204725999265521e-12,2.5610989355025203e-11,1.50770882721338e-11,0.08608515542695838,4.695582938142481e-10,2.4513613059316565e-11,1.5217515304355318e-10,5.563213454707871e-10,3.006421013469762e-10,0.2735382244137602,8.450147088491901e-12,9.865779125445701e-12,1.1162043527347438e-11,5.947683460119042e-11,2.2238701085618863e-11,0.18767043677075632,0.25888709618314093
100,2.1293134673898557e-11,1.8044595766144338e-11,8.498990962905194e-12,3.1575965806347635e-11,1.985317180232393e-11,0.26916012688348756,3.645241927043224e-12,3.3590655743275187e-12,1.5246145682058387e-12,1.545912533528238e-11,5.9970118512147405e-12,0.09862230463493359,3.3613351670890386e-10,4.1083580649375793e-10,4.559240790013527e-10,2.2733625655902768e-09,8.690639919485728e-10,0.2005505350982026,1.701558377587946e-11,1.4170492037863421e-11,1.0925174364965574e-11,9.374178915349273e-11,3.39632598330503e-11,0.1165454005478464,0.19753326996508
101,3.1767859938075065e-11,2.3333651550089747e-11,2.778197293162336e-11,6.744393516389651e-11,3.758185489592117e-11,0.41192692662594455,9.301752885951236e-11,6.465244376320327e-12,2.241845449372721e-12,4.221275290537078e-11,3.5984342897644045e-11,0.05310825035264374,2.360692619594649e-10,2.0101323447534162e-11,1.301818282786986e-10,4.488602184020842e-10,2.0880315802194548e-10,0.2900275474225321,6.259835659022573e-11,2.5094976021286508e-11,2.2709767005283422e-11,6.313531130639833e-11,4.33846027307985e-11,0.3596999291738971,0.29424074817726004
102,2.948326926439214e-12,1.1766022125802687e-11,1.8192725130268203e-11,2.6885839059124995e-11,1.4948228310408775e-11,0.6766657008643229,2.1087651380595945e-11,1.5401565195905752e-11,4.574438373915422e-12,2.255880599437941e-11,1.590561523619913e-11,0.2027783906229415,8.264138970064379e-11,3.8330036636602464e-11,1.3023333727398037e-10,3.9303288519060864e-10,1.610594122004588e-10,0.33135481070705136,9.891650040924856e-12,6.168454040064349e-12,6.508175393200627e-12,3.0274729577435074e-11,1.3210752262906226e-11,0.2149705541235097,0.337404365304515
103,1.6259630628736578e-11,2.9957647531473855e-12,1.950018500811295e-12,2.3959985484913914e-11,1.1291349841902292e-11,0.08138646419627835,2.355855571781916e-11,2.4802096221131903e-12,8.057927222989654e-12,1.4516580968585216e-11,1.2153318382876805e-11,0.5550843714802756,5.815779368866089e-11,2.1111651241503382e-11,1.1328804654018706e-10,5.167526769242786e-10,1.7732754209865746e-10,0.21923069119734337,1.1072344623202749e-11,1.5647962021175806e-11,3.281710845348653e-11,1.9611474495398102e-11,1.97872223983158e-11,1.6733626255989664,0.2715762747201861
104,3.2483895945805297e-12,1.186083410491319e-11,4.624204844555854e-12,3.334646589166189e-11,1.3269973608927864e-11,0.13867151198508604,5.633229402651046e-12,1.4371406785207094e-11,2.1709045502475356e-12,1.7934421084154912e-11,1.0027490455565146e-11,0.12104681495214434,9.118692137170807e-11,4.841688440107577e-11,6.421719889984653e-11,6.371202508675705e-10,2.1023531388505024e-10,0.10079290183038692,1.816167792356779e-11,2.457176163691721e-12,4.809805360598289e-12,2.9014587841574654e-11,1.3610811822358112e-11,0.16577196915085513,0.10568783334496334
105,6.99999445634416e-12,1.99051377957344e-11,9.551609512939921e-12,6.702961531664875e-11,2.587158927041681e-11,0.14249834894349306,1.000783387338717e-10,1.204849403012957e-10,1.722986872358862e-11,8.124498620460468e-11,7.975953349084016e-11,0.2120730094063588,3.080289586132217e-10,5.877276765523053e-11,1.6922823064362088e-10,5.552589036090871e-10,2.728222151302901e-10,0.30477355616211926,2.0819387051920867e-11,1.7700883159952813e-11,2.596436046053221e-11,8.321942371604304e-11,3.692601359711223e-11,0.3119988014952668,0.2821394890339492
106,1.4372472306593802e-10,4.915629531745395e-12,3.615415020404609e-12,2.727850199869565e-11,4.488356740419592e-11,0.13253715400418556,2.4820012205501944e-10,1.0026087310291801e-10,3.2551704061462636e-11,4.48616553272898e-11,1.0646858863667247e-10,0.7256019383141464,3.503616121684869e-10,1.042484415092806e-10,1.8986402933627885e-10,6.408689234591912e-10,3.2133575161830937e-10,0.2962603153098106,4.063804871508549e-11,1.194007046391611e-11,1.4422495547846476e-11,4.0981008591592605e-11,2.6995405829610172e-11,0.3519312004147526,0.3189082288399122
107,2.805842312309225e-12,1.57909816370575e-11,6.311997681793283e-12,2.2189761733926552e-11,1.177464584127164e-11,0.2844554059425835,4.4082302651528004e-11,2.1291482847734068e-11,5.656667368625009e-12,1.6158719966294545e-11,2.1797293208545406e-11,0.3500690265333049,2.9660356300661234e-10,4.944864843175499e-11,2.112085492137722e-10,7.434102746621024e-10,3.251677588285605e-10,0.2841076541614541,3.4457383261905452e-12,6.819714225746848e-12,1.0011636680086253e-11,2.680859789882056e-11,1.1771421782711051e-11,0.373448724094844,0.2883975586144719
108,1.3186904733811786e-11,6.492103600657624e-12,4.3202483771617846e-12,2.0822140847057365e-11,1.120534938967214e-11,0.2074833903437135,4.075416590822159e-11,4.71140793253861e-12,4.013432694969774e-12,1.6074400358904953e-11,1.6388351723658732e-11,0.249678532658072,1.7209283375543675e-10,3.7621162902796915e-11,1.266256321378047e-10,8.159718631237564e-10,2.880778729799487e-10,0.15518382172278372,1.1536683098579036e-11,1.4071103981256925e-11,1.0683793995079592e-11,3.706255560640558e-11,1.8338534170330284e-11,0.2882638236968499,0.1636566360332823
109,8.842636596140056e-12,1.6553448496863506e-11,2.0178069795227794e-12,2.2803536311401044e-11,1.2554357095981847e-11,0.08848658172872687,8.455275006889328e-11,8.436441818248092e-12,2.1243731453281606e-12,3.0228013366998045e-11,3.133539459986689e-11,0.07027829184591673,3.16891658404508e-11,9.835807167223088e-11,1.1118051084568532e-10,8.436188222890579e-10,2.7121164266185625e-10,0.13178998370853132,9.58384930092318e-13,1.6677655083090516e-11,6.003384606374405e-12,3.5274438899162504e-11,1.4728465879679934e-11,0.1701907895271139,0.13018869565677363
110,1.0793825317933735e-11,6.591630340200476e-12,1.1913519549797304e-11,2.985278265493851e-11,1.4787939465717507e-11,0.3990756803981375,3.0293797174029367e-11,2.2430576907505185e-11,7.195916770901836e-12,1.0777905701183193e-11,1.7674549138404895e-11,0.6676544562931064,8.237424962938021e-11,4.2918555023942883e-11,1.382603272014307e-10,7.734817966603841e-10,2.592587321287845e-10,0.1787505896045505,5.382634917593509e-12,1.7098212439496414e-11,2.080946543179839e-11,3.033990848484033e-11,1.840755531843216e-11,0.685877659855041,0.21099973228229613
111,4.092567819390705e-12,9.267666353012381e-12,1.4849169532925095e-11,2.2785359424771555e-11,1.2748690782524934e-11,0.6516978405344586,2.4663654390680923e-11,8.782230094442005e-12,4.280187980838512e-12,1.3676197485753532e-11,1.2850567487928742e-11,0.3129662309495878,8.568109776668112e-11,1.052659491494128e-11,1.292839755552617e-10,9.079385566544933e-10,2.8335755622284437e-10,0.14239286855669836,4.546932803151789e-12,5.829299022998814e-12,7.31686703388546e-12,2.8878790084141133e-11,1.16429722360443e-11,0.2533647362845557,0.16000572859333984
112,4.512699908435152e-12,1.981474525067309e-11,1.500966545231699e-11,1.7542892363768876e-11,1.4220000743798528e-11,0.8555981044104375,6.357119491707067e-12,3.838117970425919e-12,4.957253798954987e-12,1.0546402833423185e-11,6.424723523627789e-12,0.47004214396634664,9.018351218607847e-11,2.3278353945038998e-11,6.652248883021703e-11,9.168177727456358e-10,2.742005319267426e-10,0.0725580271322611,2.391269001713852e-12,2.767009444275401e-12,1.6998532366989017e-11,3.3169981445441e-11,1.3831698064604817e-11,0.512467346264535,0.10580755423430475
113,7.199086546519666e-12,5.011614993814653e-12,1.0179007904973391e-11,1.2514743596513227e-11,8.726113260455234e-12,0.8133612827520811,1.0726736511469083e-10,7.808447844252585e-12,2.028164332680626e-12,2.3477987852499235e-11,3.514549128603082e-11,0.08638578167015822,1.256059305963913e-10,4.5089397193746744e-11,1.4932910365335972e-10,7.126103640831615e-10,2.581586988816648e-10,0.20955224787599783,6.5645913234781286e-12,4.412269967367031e-12,1.4290399091971696e-11,1.7126400788949316e-11,1.0598415292941542e-11,0.8344076065995414,0.22961982766463673
114,3.3971110000246462e-12,3.1186449219752934e-11,1.5145161205495493e-11,3.4383385879482937e-11,2.1028026826189006e-11,0.44047905167282636,1.2541977140611181e-10,3.025333840962204e-12,1.124729352843558e-11,2.0265756769386347e-11,3.998953888622399e-11,0.5549900581766507,3.329045864649254e-11,3.464091607874358e-11,3.6650489301985723e-11,9.265507197195468e-10,2.5778314593669215e-10,0.0395558370653247,5.035466466436949e-12,1.937478466831527e-11,8.860000300040101e-12,2.7812859607441942e-11,1.5270777760558564e-11,0.31855768968356685,0.0712606915353415
115,7.514134382841527e-12,3.0932587427036512e-12,7.751591536034847e-12,3.49777290543849e-11,1.3334178428991232e-11,0.22161506037119602,1.0801038799896633e-09,6.354528554928642e-11,3.650943432766658e-11,3.805066057520706e-11,3.0455231511045583e-10,0.9594954141599132,1.1391328032693619e-10,1.3724509342921472e-11,3.2248917286010576e-11,9.559907562220389e-10,2.7896936579447677e-10,0.033733503254209735,1.837630555380887e-11,7.669203366046617e-12,1.571510781444138e-11,3.942915671253608e-11,2.0297443361708234e-11,0.39856565863212917,0.08631681171922186
116,1.5495532255629162e-12,1.6080455290355228e-11,7.506725769351395e-12,4.449715356145279e-11,1.740847196168058e-11,0.16870125768796046,1.1956341841420502e-10,3.469422432779575e-11,2.3302413019844127e-11,2.3834981058447683e-11,5.0348759205073144e-11,0.9776560326480813,8.137821671074408e-11,6.029667780253906e-11,1.0151761025902326e-10,5.836264312245914e-10,2.0670473399922444e-10,0.1739427908465599,8.818864844666051e-12,1.2752668140382496e-11,7.750677963101185e-12,4.422333221694794e-11,1.838638579127442e-11,0.1752621879572171,0.20120808570486243
117,8.973206553082639e-12,6.479946314846656e-12,1.2248926430717275e-11,2.677033587866557e-11,1.3618103794328034e-11,0.4575559487275231,9.498221105616796e-12,3.2702344535880103e-11,6.2769871465838845e-12,3.225245486534626e-11,2.0182501913356758e-11,0.19462044587893404,8.179200032832896e-11,3.562505137057946e-11,3.163810683708767e-11,9.524293230580345e-10,2.7537112039850763e-10,0.03321832504642432,3.909388131820573e-12,5.234196776872628e-12,9.518515451502636e-12,3.325072212557614e-11,1.2978205621442995e-11,0.2862649242790755,0.05712872006602488
118,9.525619195459906e-12,4.860330127414228e-11,9.240090606083384e-12,3.6178008990780276e-11,2.588675501661646e-11,0.25540627756596995,6.1156110652203675e-12,1.0222245925994439e-11,3.851212458195377e-12,2.79559468431398e-11,1.2036254073137497e-11,0.13776004367887967,4.0165014159097386e-10,4.97392389189128e-11,3.798669459330691e-11,7.517391399289855e-10,3.102788037580448e-10,0.050531750411313414,4.891073518139924e-12,3.067382644326452e-11,2.940963770988676e-11,4.871398893752641e-11,2.8422131652204402e-11,0.6037205811169221,0.09309372854599178
119,2.591386018013264e-11,2.17283714189631e-11,5.734953780291584e-12,3.700225091289236e-11,2.259485907306992e-11,0.15498932196834023,8.83407959279688e-12,7.958766567534109e-12,7.991751110390144e-12,2.057753675140116e-11,1.1340533505530572e-11,0.3883725835088581,1.1915917850058578e-10,3.829197347871653e-11,4.9553448158534056e-11,6.071071818135618e-10,2.0352794548784953e-10,0.08162224009689209,1.4268049410483653e-11,1.9242566354488566e-11,3.740763296243598e-12,2.2691764046986048e-11,1.4985785777050464e-11,0.16485114548599633,0.09750216740308464
120,4.890479065029441e-12,2.874135421589597e-11,1.891945082722044e-11,4.175142412627616e-11,2.35756770586055e-11,0.45314504171160785,3.915335178859259e-11,1.2939981793780512e-11,4.223635283597911e-12,1.9705446140983527e-11,1.9005603751738635e-11,0.21433847543362972,5.821240595263784e-11,1.24177793901609e-11,4.1715162286452786e-11,6.793925667115408e-10,1.979344785851981e-10,0.061400675147752055,4.7197008576765635e-12,2.5148017582940128e-11,7.651191786603652e-12,3.4975658319099894e-11,1.812364213658006e-11,0.2187576204226985,0.0934610656749028
121,5.581064814574841e-12,1.4575781284328954e-11,1.3529465238007531e-11,2.6338096225423916e-11,1.5006101890583812e-11,0.5136842512158364,8.653284925248402e-11,6.879662441461156e-12,1.3365207156001435e-11,2.116503431543699e-11,3.19856882913459e-11,0.6314758084872724,1.3655018343403445e-10,2.412405398456676e-11,7.855905340466154e-11,5.392772747329549e-10,1.946276413890544e-10,0.14567469664573435,2.1373209178805027e-12,1.0937407357164685e-11,1.1361550161881835e-11,2.5336180425350496e-11,1.244311471556938e-11,0.44843184612444054,0.19083827932406808
122,4.7468629056444713e-11,2.9387988350376954e-11,1.577555569099796e-11,1.005730223042901e-11,2.5672368832062158e-11,1.5685673284499704,5.991799156043518e-10,5.60265770431868e-11,9.468156622715731e-12,2.1296141095122376e-11,1.7149269759134418e-10,0.44459494236184877,1.7888055546651816e-09,5.679148016779677e-11,5.899551615248134e-11,5.351543700157034e-10,6.099367302502908e-10,0.11024018387582296,7.084009308472923e-11,5.152222197104028e-11,4.7882824457558535e-12,4.931447297841039e-11,4.4116267619983936e-11,0.09709689988681695,0.14456688705438941
123,1.0744940674945675e-09,6.622967063736182e-10,2.4239913104833424e-10,1.1874264677139073e-10,5.244831379219777e-10,2.04138224672567,1.813705557288564e-09,2.272099827893213e-09,6.189686560481419e-11,6.871417379378914e-10,1.2087109971811208e-09,0.09007874531179891,5.012256993459925e-09,1.35336139417782e-10,1.4330480735882056e-10,7.823720948899104e-10,1.5183175087816095e-09,0.18316707394706525,2.0454447746407027e-09,9.751819547267178e-10,2.7972191848044105e-10,1.7164241818506918e-10,8.679977665082326e-10,1.6296782662362508,0.413275287238443
124,3.9269572739230675e-12,9.493085422156962e-12,2.4966434463750116e-12,8.820698779436502e-11,2.6030918484205015e-11,0.028304372576415153,5.553291505597889e-10,3.839340083223773e-11,2.986357949961806e-11,1.2256202878741954e-10,1.8653703991976607e-10,0.24366094291255258,1.21335385991491e-10,5.870129169944487e-11,1.1882392771275026e-10,5.671007228141008e-10,2.1649033205444674e-10,0.20952878903612593,4.866042901214478e-11,1.3841019908226663e-11,5.394436347530795e-12,7.264733055678317e-11,3.5135803956171346e-11,0.07425512136766477,0.18409811224010797
125,3.2839281258787434e-11,3.847909951317543e-12,8.790770666686416e-12,4.6008616756272507e-11,2.2871644658265976e-11,0.191067919152078,2.2729205523051968e-10,1.0850207346296021e-10,1.4217927324545167e-11,8.169872406199807e-11,1.0792769502000578e-10,0.174028756113201,2.2092959332150683e-10,7.513302907939295e-11,1.4646617624178818e-10,3.4533023023666927e-10,1.969647572198393e-10,0.4241336651627886,5.0534646404273815e-11,4.447898268416436e-12,6.519688783404004e-12,3.583882285793146e-11,2.433526407850643e-11,0.18191693430469738,0.34584933614852886
126,2.0191288368223963e-12,1.517844289206286e-11,1.996339033844276e-12,2.7416866884334736e-11,1.1652694411766067e-11,0.07281426584103709,2.6330389200806156e-10,1.5507473783810814e-11,1.2096883259744806e-11,5.064514781207656e-11,8.538834921592344e-11,0.2388557202879809,8.918069080735357e-11,1.698450914814442e-10,2.0139174463402876e-10,4.465499045536679e-10,2.267418578691236e-10,0.4509949337808554,8.19804301829383e-12,7.241014507633959e-12,4.57224579830961e-12,5.4728231270109885e-11,1.868488364858682e-11,0.08354455629569682,0.379841121883816
127,1.356069448764042e-11,2.093088163516259e-11,1.2221167638068265e-11,1.8922734908822582e-11,1.6408869667423464e-11,0.6458457351410782,6.988595668689858e-10,3.0061015406265576e-10,8.320699392440944e-11,1.6699027291208195e-10,3.1241674694203326e-10,0.4982744951151542,4.9988483100089484e-11,5.14810678988361e-11,8.662029168929806e-11,3.945435740788911e-10,1.4565835419177868e-10,0.2195455644956921,3.405146486907131e-11,1.7601926676236403e-11,6.077568777487763e-12,2.2574330643003525e-11,2.007632274144975e-11,0.269224761238774,0.3119674599034948
128,2.7722613989200394e-11,9.96905771384453e-12,8.73123940661946e-12,1.7728934884753965e-11,1.6037961498604585e-11,0.4924852769428302,9.729073845164671e-11,3.2794473893458437e-10,1.0642521085039067e-10,7.149528362066331e-11,1.5078899296432125e-10,1.4885626779950565,8.367551720816896e-11,5.5366986091324633e-11,2.1486592615022762e-10,4.712806781003175e-10,2.0629727688750967e-10,0.45591923483120383,1.3137914982385225e-11,5.106894155770809e-12,8.8100037180535e-12,4.333598181992189e-11,1.7597698669032854e-11,0.20329535291625658,0.5611285890559452
129,7.12143093474877e-12,2.5001648879076017e-11,4.709161888064002e-12,4.0020051584016575e-11,1.921307332147634e-11,0.11767006042402935,3.458243331071066e-10,1.80204701552851e-11,8.497995197930338e-12,2.4855742555678836e-11,9.929963525400022e-11,0.34189263019980815,2.007379432082323e-10,6.873385484710206e-11,1.782208667109345e-10,5.441702391265496e-10,2.479657259732046e-10,0.327509396686224,2.180892460988665e-11,1.8429586909989045e-11,1.4070751454772899e-11,4.6836494282485826e-11,2.5286439314283606e-11,0.3004228149508311,0.3133164349105695
130,2.6572470206402093e-09,9.908179456068351e-10,1.0509684696711355e-10,4.5671465209750884e-11,9.497083196059773e-10,2.3011490103162995,3.0440953285328615e-09,1.7290764286550482e-09,1.4349880384958065e-10,1.4446958051273262e-10,1.2652850353875558e-09,0.9932804078221407,6.714532803664886e-11,5.61415713948524e-11,7.350511663944689e-11,5.399317763657817e-10,1.8418094810918245e-10,0.1361377860258593,2.4158364771608012e-09,9.84442292190265e-10,1.2023654459794988e-10,9.204149846185169e-11,9.031392031027168e-10,1.3063297165656658,0.5380484210007452
131,6.168129803306391e-12,5.121261999036067e-12,1.5989725474907687e-11,2.9032411450608327e-11,1.4077882181964618e-11,0.5507543010028761,5.866429766191803e-10,2.2863594052499412e-10,2.4181854784741063e-11,6.773865255244254e-11,2.2679985612033948e-10,0.3569875377432365,1.3302081826207756e-10,9.611538900741369e-11,1.3346533798153608e-10,8.455399942672629e-10,3.020353848795726e-10,0.15784627443577745,6.063409649600446e-12,1.337856759363201e-12,1.96465490699517e-11,2.9197788872336476e-11,1.4061401087812956e-11,0.6728779756526658,0.198951834437341
132,2.9083722634635137e-09,8.52272639598177e-10,4.531202061467629e-11,6.593040372512845e-11,9.679718318503739e-10,0.6872704860656912,1.2319795169696218e-10,3.4492834998889475e-11,1.3777208694449136e-11,1.223338661743553e-11,4.592534550193408e-11,1.126197440274902,2.0187423682222646e-10,2.3385477480870647e-11,5.3960046167260406e-11,8.806085196916576e-10,2.899570700405038e-10,0.06127586204384481,3.0449528740373677e-09,8.684323912913222e-10,9.454076365469117e-11,3.783817781718494e-11,1.0114410517001414e-09,2.498554875223237,0.20829606116088595
133,3.866817190746315e-12,9.283303378758927e-12,7.433137353741009e-12,2.011372957446798e-11,1.0174246874428559e-11,0.36955539877480026,4.475475596119827e-11,4.159965476986028e-11,6.4698953404878364e-12,2.0968114647023464e-11,2.844810517964246e-11,0.3085587545376319,2.0422559525433797e-11,3.9039305899691596e-11,4.2483243985835944e-11,8.94013940180811e-10,2.489897623979431e-10,0.04751966616677573,3.138768652690109e-12,1.1120858672717313e-11,1.3120855718840932e-11,3.368005499310039e-11,1.5265134509337184e-11,0.38957346481556626,0.07174738424761293
134,1.4400343134031898e-11,1.5403799601539712e-11,2.4279304560456493e-11,4.153040511733634e-11,2.390346310334111e-11,0.5846151630801552,1.0775586551223027e-10,3.717299377376785e-11,9.97912619527087e-12,1.6294654803730334e-11,4.280066007124983e-11,0.6124171586001533,3.766847259012033e-11,1.6114198628964912e-11,3.9120471495601035e-11,1.1488327413970426e-09,3.104339710279322e-10,0.034052364705438695,3.9872195103374727e-11,2.7258978874054643e-11,4.083303110316701e-12,3.8843257697481605e-11,2.7514433696306917e-11,0.10512257087493053,0.062193608589035686
135,2.18936605958566e-11,4.563780605197968e-12,1.5720499840894565e-11,2.332102450150929e-11,1.6374741385864606e-11,0.6740913050315249,6.377030515088783e-11,1.01408442786902e-11,5.514549629106025e-12,1.1424802836148308e-11,2.271262547370809e-11,0.48268225790802083,1.079911494109349e-10,2.010448390230929e-11,8.288658418769959e-11,8.985599186073326e-10,2.773855340270691e-10,0.09224380308011572,8.93813321701574e-11,1.721913761174162e-11,3.060260667015841e-11,3.683159804686034e-11,4.3508668624729444e-11,0.83087914434837,0.13887130637967723
136,4.32512255326068e-11,1.1341334909142693e-11,4.77917305529521e-12,4.9950696774651297e-11,2.7330607567923997e-11,0.09567780559410571,3.033936574947387e-11,1.5480048851530525e-11,8.494362172894803e-12,2.3476826642457607e-11,1.94476508540892e-11,0.36181900996503646,3.6563270083960703e-10,8.239215844135049e-11,3.9080241396218925e-11,9.795424100153013e-10,3.6666187767311943e-10,0.039896426123712664,7.980771630507245e-11,2.0594944192325196e-11,1.4829953887966183e-12,4.284337994798008e-11,3.6182258958543585e-11,0.034614341599501566,0.049129510798813565
137,1.6482596979876325e-11,2.2466952917214194e-11,2.0206006320994302e-11,1.7587380083808157e-11,1.9185734075473245e-11,1.1488923435274472,7.768497729050917e-11,2.361211852813034e-11,8.152524518893796e-12,1.0221438580463475e-11,2.9917764729499197e-11,0.7975907162887959,8.405547585784207e-10,1.8795445880134981e-10,2.026625276731673e-11,9.053699937599916e-10,4.885363659767697e-10,0.022384497947796136,4.741440178070568e-10,1.42152988910374e-10,1.932858857072051e-11,4.910400129674526e-11,1.7118239914622417e-10,0.39362553071620376,0.06917902993793568
138,2.744460668923739e-11,8.252055477288682e-12,1.1928543277766624e-10,6.114138028164837e-11,5.403086880646017e-11,1.9509770997674032,8.719426114849589e-11,3.50972487742166e-11,2.2818020297577905e-11,3.825598904784072e-11,4.584137981703278e-11,0.5964561592968624,1.734482668912436e-08,1.357338992189135e-09,5.078184385598666e-11,1.1383141009178014e-09,4.97281540652182e-09,0.04461145110566777,3.1915645997126924e-09,4.809544805027548e-10,9.762208307763976e-11,9.50003190314127e-11,9.66285370581125e-10,1.0275974235977055,0.21798214913826225
139,5.945749420185865e-10,1.28938941624232e-10,3.043641934027096e-11,6.033259477372916e-11,2.0357072443920466e-10,0.5044772142557343,1.0623109124815255e-10,1.1820005076972976e-11,1.8060711557884704e-11,1.0825410640728944e-11,3.6734304630934786e-11,1.6683627214965917,1.3367944526762247e-08,4.707061504210124e-10,2.5193275294102715e-10,1.2934927149832577e-09,3.846019036276886e-09,0.1947693636173962,3.5964374148267634e-09,1.4419416974445481e-10,9.149495752184016e-11,2.9458401081223626e-10,1.0316776382263235e-09,0.31059037206251416,0.23620819525349643
140,1.4147793349308278e-10,1.4367202061485962e-11,3.985058299812763e-11,5.534070328341024e-11,6.275910545902666e-11,0.7200953481571283,2.5533192398651213e-11,2.276429889620717e-11,7.872030570655946e-12,2.3386498162509568e-11,1.9889005007005977e-11,0.33660578492574156,3.419764926872564e-08,2.8621693344797984e-09,6.195327835897951e-10,1.1701771964225042e-09,9.712382145804434e-09,0.5294350167511781,4.1148754345293816e-09,5.563265067094282e-10,1.0579989265495366e-10,8.874704870785988e-11,1.216437220650406e-09,1.1921511103228777,0.577919824923126
141,1.2778583192424445e-10,3.489626193049761e-11,6.49366582504832e-11,9.951882165585372e-11,8.178439344026975e-11,0.6525063015219454,1.8396239998708053e-09,9.316448993832195e-11,2.1027261802202465e-11,2.059667236729007e-11,4.936031059946549e-10,1.0209057767795646,4.187844063773037e-09,7.651861997481147e-10,4.369252646052943e-10,1.4641917259040346e-09,1.71353681350762e-09,0.29840713949911435,1.1951890415401946e-10,8.834694246851925e-11,1.305909413667475e-11,8.887570922660797e-11,7.745016249645535e-11,0.14693659550302712,0.3203166070225872
142,1.8422849350029327e-09,6.188160007525901e-10,1.8310015679039135e-10,1.4775141565796934e-10,6.979881270509709e-10,1.2392446865906925,6.416460146732027e-10,7.418920834268225e-10,2.104119317205977e-10,3.2703925243904317e-10,4.802473205649165e-10,0.6433843343004105,1.4085068592031598e-09,2.198833792019724e-10,1.4546914852436573e-10,7.391662296992936e-10,6.282564041571978e-10,0.19680167015144245,1.8249125411385421e-09,5.584611027093996e-10,1.8157769288137076e-10,1.544158320113963e-10,6.798417921851771e-10,1.175900751342452,0.5265808900020872
143,7.852786589046321e-10,9.780488630427865e-11,7.199221451890387e-11,4.291142041599105e-10,3.4604749097193127e-10,0.1677693579494651,1.3637161406716025e-09,2.905028596980133e-10,2.931323286429028e-11,1.1602239292861218e-10,4.4988865654062957e-10,0.25265151083658927,9.346808610236795e-10,5.705381048781158e-11,1.0791588618923926e-11,2.994384829998227e-11,2.581175271075993e-10,0.36039417882471425,7.858065763525581e-09,8.780382736516374e-10,1.3250425066120684e-09,1.1601303896003852e-09,2.805319233347418e-09,1.1421496398077187,0.8282218584829134
144,1.3762204773692307e-09,8.610531319097513e-10,4.142281338466645e-10,2.7891583963137563e-10,7.326043956892555e-10,1.4851366433477642,5.565149568486341e-10,2.432486097489679e-10,1.3822006833373745e-10,1.9104087516247907e-10,2.8225612752345464e-10,0.7235104435958124,1.5229662075043421e-07,5.091368300750662e-08,2.0097046625111453e-08,1.5244462209298015e-08,5.963795314808757e-08,1.3183178487499358,3.1764535546472533e-09,3.887784427800886e-09,5.817772220461633e-10,9.365169085163487e-10,2.145633028252663e-09,0.6212137941725239,1.2750798070916793
145,1.950980690286881e-10,1.4307126357893287e-10,1.0052589418327012e-10,5.372377020561664e-10,2.4398323221176436e-10,0.18711623141586678,2.6866514668635757e-09,7.814861758596464e-11,6.019655010420506e-11,1.621564198164238e-10,7.467882635925422e-10,0.37122520448066854,1.9265342967906583e-07,2.9762142851878473e-08,8.042377901411797e-09,1.61893635944034e-08,6.166182850668988e-08,0.49676924324511534,6.3455790112382355e-09,2.595564940738187e-10,4.9848811011085945e-11,4.4162259395303864e-10,1.7741517275690448e-09,0.11287649611601797,0.47621281293170253
146,2.2584645457279623e-09,1.0943936077467593e-09,2.6284830545378133e-10,5.866592901616852e-11,9.185930969861678e-10,4.480425177982598,9.404509621897396e-09,6.196266844306754e-10,8.519153599470607e-12,1.5796876008497588e-10,2.5476560550031294e-09,0.05392935663284255,2.0101112238883175e-08,1.0451573156338821e-08,1.7258530888169763e-09,1.3117403961094774e-09,8.397569720037114e-09,1.3156971409401783,2.7860476032608762e-09,1.0020382296301903e-09,4.1428158944840085e-10,1.0732937922024869e-10,1.077424200389929e-09,3.8599085586646416,1.4742896346851333
